SITE_ID,Agency Codes,MINISTRY,AGENCY,STYPE,NAME,VENDOR_ID,HOTSPOT_ID,ZipCode,county,AREA,ADDR,LATITUDE,LONGITUDE,E-MINISTRY,E_AGENCY,E_STYPE,E_NAME,E_CITY,E_AREA,E_ADDR
TPEA000001,379010000A,臺北市政府,臺北市政府秘書處,行政機關,臺北市政府大樓B2F北區停車場司機休息室,中華電信,,110,臺北市,信義區,110臺北市信義區市府路1號,25.038475,121.564314,Taipei City Government,"Secretariat,Taipei City Government",Government Agency,"The driver lounge in North Wing parking lot on B2F, Taipei City Hall",Taipei City,Xinyi District,"No.1,City Hall Rd.,Xinyi Dist.,Taipei City110,Taiwan,R.O.C."
TPEA000002,379010000A,臺北市政府,臺北市政府秘書處,行政機關,臺北市政府大樓B2F東北區,中華電信,,110,臺北市,信義區,110臺北市信義區市府路1號,25.037819,121.564812,Taipei City Government,"Secretariat,Taipei City Government",Government Agency,"North-east Wing on B2F, Taipei City Hall",Taipei City,Xinyi District,"No.1,City Hall Rd.,Xinyi Dist.,Taipei City110,Taiwan,R.O.C."
TPEA000003,379010000A,臺北市政府,臺北市政府秘書處,行政機關,臺北市政府大樓B2F市府生活廣場,中華電信,,110,臺北市,信義區,110臺北市信義區市府路1號,25.037654,121.564547,Taipei City Government,"Secretariat,Taipei City Government",Government Agency,"Life plaza on B2F, Taipei City Hall",Taipei City,Xinyi District,"No.1,City Hall Rd.,Xinyi Dist.,Taipei City110,Taiwan,R.O.C."
TPEA000004,379010000A,臺北市政府,臺北市政府秘書處,行政機關,臺北市政府大樓B2F便利商店,中華電信,,110,臺北市,信義區,110臺北市信義區市府路1號,25.03753,121.564316,Taipei City Government,"Secretariat,Taipei City Government",Government Agency,"The convenience store on B2F, Taipei City Hall",Taipei City,Xinyi District,"No.1,City Hall Rd.,Xinyi Dist.,Taipei City110,Taiwan,R.O.C."
TPEA000005,379010000A,臺北市政府,臺北市政府秘書處,行政機關,臺北市政府大樓B2F郵局,中華電信,,110,臺北市,信義區,110臺北市信義區市府路1號,25.037825,121.564147,Taipei City Government,"Secretariat,Taipei City Government",Government Agency,"The post office on B2F, Taipei City Hall",Taipei City,Xinyi District,"No.1,City Hall Rd.,Xinyi Dist.,Taipei City110,Taiwan,R.O.C."
TPEA000006,379010000A,臺北市政府,臺北市政府秘書處,行政機關,臺北市政府大樓B2F西南區,中華電信,,110,臺北市,信義區,110臺北市信義區市府路1號,25.037186,121.564074,Taipei City Government,"Secretariat,Taipei City Government",Government Agency,"The South-west Wing on B2F, Taipei City Hall",Taipei City,Xinyi District,"No.1,City Hall Rd.,Xinyi Dist.,Taipei City110,Taiwan,R.O.C."
TPEA000007,379110000G,臺北市政府,臺北市政府工務局,行政機關,臺北市政府大樓B2F南區停車場司機休息室,中華電信,,110,臺北市,信義區,110臺北市信義區市府路1號,25.036578,121.564243,Taipei City Government,"Poblic Works Department,Taipei City Government",Government Agency,"The driver lounge in South Wing parking lot on B2F, Taipei City Hall",Taipei City,Xinyi District,"No.1,City Hall Rd.,Xinyi Dist.,Taipei City110,Taiwan,R.O.C."
TPEA000008,379010000A,臺北市政府,臺北市政府秘書處,行政機關,臺北市政府大樓B1F北區停車場西北側司機休息室,中華電信,,110,臺北市,信義區,110臺北市信義區市府路1號,25.038516,121.564128,Taipei City Government,"Secretariat,Taipei City Government",Government Agency,"The driver lounge of northwest area in North Wing parking lot on B1F, Taipei City Hall",Taipei City,Xinyi District,"No.1,City Hall Rd.,Xinyi Dist.,Taipei City110,Taiwan,R.O.C."
TPEA000009,379010000A,臺北市政府,臺北市政府秘書處,行政機關,臺北市政府大樓B1F北區停車場中央司機休息室,中華電信,,110,臺北市,信義區,110臺北市信義區市府路1號,25.038311,121.564635,Taipei City Government,"Secretariat,Taipei City Government",Government Agency,"The driver lounge of central area in North Wing parking lot on B1F, Taipei City Hall",Taipei City,Xinyi District,"No.1,City Hall Rd.,Xinyi Dist.,Taipei City110,Taiwan,R.O.C."
TPEA000010,379010000A,臺北市政府,臺北市政府秘書處,行政機關,臺北市政府大樓B1F北區停車場東北側司機休息室,中華電信,,110,臺北市,信義區,110臺北市信義區市府路1號,25.038449,121.564993,Taipei City Government,"Department of Environmental Protection,Taipei City Government",Government Agency,"The driver lounge of northeast area in North Wing parking lot on B1F, Taipei City Hall",Taipei City,Xinyi District,"No.1,City Hall Rd.,Xinyi Dist.,Taipei City110,Taiwan,R.O.C."
TPEA000012,379010000A,臺北市政府,臺北市政府秘書處,行政機關,臺北市政府大樓B1F公管中心,中華電信,,110,臺北市,信義區,110臺北市信義區市府路1號,25.037646,121.564113,Taipei City Government,"Secretariat,Taipei City Government",Government Agency,"City Hall Management Office on B1F, Taipei City Hall",Taipei City,Xinyi District,"No.1,City Hall Rd.,Xinyi Dist.,Taipei City110,Taiwan,R.O.C."
TPEA000013,379010000A,臺北市政府,臺北市政府秘書處,行政機關,臺北市政府大樓B1F餐廳北側,中華電信,,110,臺北市,信義區,110臺北市信義區市府路1號,25.037656,121.564849,Taipei City Government,"Secretariat,Taipei City Government",Government Agency,"The north area of Cafeteria on B1F, Taipei City Hall",Taipei City,Xinyi District,"No.1,City Hall Rd.,Xinyi Dist.,Taipei City110,Taiwan,R.O.C."
TPEA000014,379010000A,臺北市政府,臺北市政府秘書處,行政機關,臺北市政府大樓B1F餐廳中央,中華電信,,110,臺北市,信義區,110臺北市信義區市府路1號,25.037536,121.564853,Taipei City Government,"Secretariat,Taipei City Government",Government Agency,"The central area of  Cafeteria on B1F, Taipei City Hall",Taipei City,Xinyi District,"No.1,City Hall Rd.,Xinyi Dist.,Taipei City110,Taiwan,R.O.C."
TPEA000015,379010000A,臺北市政府,臺北市政府秘書處,行政機關,臺北市政府大樓B1F餐廳南側,中華電信,,110,臺北市,信義區,110臺北市信義區市府路1號,25.0374,121.564847,Taipei City Government,"Secretariat,Taipei City Government",Government Agency,"The south area of Cafeteria on B1F, Taipei City Hall",Taipei City,Xinyi District,"No.1,City Hall Rd.,Xinyi Dist.,Taipei City110,Taiwan,R.O.C."
TPEA000016,379130000C,臺北市政府,臺北市政府警察局,行政機關,臺北市政府大樓B1F駐警隊,中華電信,,110,臺北市,信義區,110臺北市信義區市府路1號,25.037491,121.5642,Taipei City Government,Taipei City Police Department,Government Agency,"Security Unit on B1F, Taipei City Hall",Taipei City,Xinyi District,"No.1,City Hall Rd.,Xinyi Dist.,Taipei City110,Taiwan,R.O.C."
TPEA000017,379010000A,臺北市政府,臺北市政府秘書處,行政機關,臺北市政府大樓B1F餐廳門口,中華電信,,110,臺北市,信義區,110臺北市信義區市府路1號,25.037383,121.564495,Taipei City Government,"Department of Health,Taipei City Government",Government Agency,"The entrance of Cafeteria on B1F, Taipei City Hall",Taipei City,Xinyi District,"No.1,City Hall Rd.,Xinyi Dist.,Taipei City110,Taiwan,R.O.C."
TPEA000018,379030000D,臺北市政府,臺北市政府財政局,行政機關,臺北市政府大樓B1F公庫處,中華電信,,110,臺北市,信義區,110臺北市信義區市府路1號,25.037161,121.564335,Taipei City Government,"Department of Information Technology,Taipei City Government",Government Agency,"City Treasury on B1F, Taipei City Hall",Taipei City,Xinyi District,"No.1,City Hall Rd.,Xinyi Dist.,Taipei City110,Taiwan,R.O.C."
TPEA000019,379010000A,臺北市政府,臺北市政府秘書處,行政機關,臺北市政府大樓B1F南區停車場西南側司機休息室,中華電信,,110,臺北市,信義區,110臺北市信義區市府路1號,25.036649,121.563996,Taipei City Government,"Secretariat,Taipei City Government",Government Agency,"The driver lounge of  southwest area in South Wing parking lot on B1F, Taipei City Hall",Taipei City,Xinyi District,"No.1,City Hall Rd.,Xinyi Dist.,Taipei City110,Taiwan,R.O.C."
TPEA000020,379010000A,臺北市政府,臺北市政府秘書處,行政機關,臺北市政府大樓B1F南區停車場中央司機休息室,中華電信,,110,臺北市,信義區,110臺北市信義區市府路1號,25.036821,121.564607,Taipei City Government,"Secretariat,Taipei City Government",Government Agency,"The driver lounge of central area in South Wing parking lot on B1F, Taipei City Hall",Taipei City,Xinyi District,"No.1,City Hall Rd.,Xinyi Dist.,Taipei City110,Taiwan,R.O.C."
TPEA000021,379010000A,臺北市政府,臺北市政府秘書處,行政機關,臺北市政府大樓B1F南區停車場東南側司機休息室,中華電信,,110,臺北市,信義區,110臺北市信義區市府路1號,25.036554,121.56502,Taipei City Government,"Secretariat,Taipei City Government",Government Agency,"The driver lounge of south area in South Wing parking lot on B1F, Taipei City Hall",Taipei City,Xinyi District,"No.1,City Hall Rd.,Xinyi Dist.,Taipei City110,Taiwan,R.O.C."
TPEA000022,379010000A,臺北市政府,臺北市政府秘書處,行政機關,臺北市政府大樓1F北大門,中華電信,,110,臺北市,信義區,110臺北市信義區市府路1號,25.03847,121.564382,Taipei City Government,"Secretariat,Taipei City Government",Government Agency,"North Gate, Taipei City Hall",Taipei City,Xinyi District,"No.1,City Hall Rd.,Xinyi Dist.,Taipei City110,Taiwan,R.O.C."
TPEA000023,379670000G,臺北市政府,臺北市政府產業發展局,行政機關,臺北市政府大樓1F北區東側辦公室北方,中華電信,,110,臺北市,信義區,110臺北市信義區市府路1號,25.038371,121.564521,Taipei City Government,"Department of Economic Development,Taipei City Government",Government Agency,"The northern office of east area in North Wing on 1F, Taipei City Hall",Taipei City,Xinyi District,"No.1,City Hall Rd.,Xinyi Dist.,Taipei City110,Taiwan,R.O.C."
TPEA000024,379670000G,臺北市政府,臺北市政府產業發展局,行政機關,臺北市政府大樓1F北區東側辦公室南方,中華電信,,110,臺北市,信義區,110臺北市信義區市府路1號,25.038073,121.564531,Taipei City Government,"Department of Economic Development,Taipei City Government",Government Agency,"The southern office of east area iin North Wing on 1F, Taipei City Hall",Taipei City,Xinyi District,"No.1,City Hall Rd.,Xinyi Dist.,Taipei City110,Taiwan,R.O.C."
TPEA000025,379120000J,臺北市政府,臺北市政府社會局,行政機關,臺北市政府大樓1F東北區東側,中華電信,,110,臺北市,信義區,110臺北市信義區市府路1號,25.037824,121.564987,Taipei City Government,"Department of Social Welfare,Taipei City Government",Government Agency,"The east area in North-east Wing on 1F, Taipei City Hall",Taipei City,Xinyi District,"No.1,City Hall Rd.,Xinyi Dist.,Taipei City110,Taiwan,R.O.C."
TPEA000026,379120000J,臺北市政府,臺北市政府社會局,行政機關,臺北市政府大樓1F東北區西側,中華電信,,110,臺北市,信義區,110臺北市信義區市府路1號,25.03783,121.56478,Taipei City Government,"Department of Social Welfare,Taipei City Government",Government Agency,"The west area in North-east Wing on 1F, Taipei City Hall",Taipei City,Xinyi District,"No.1,City Hall Rd.,Xinyi Dist.,Taipei City110,Taiwan,R.O.C."
TPEA000027,379030000D,臺北市政府,臺北市政府財政局,行政機關,臺北市政府大樓1F西北區,中華電信,,110,臺北市,信義區,110臺北市信義區市府路1號,25.037847,121.564147,Taipei City Government,"Department of Finance,Taipei City Government",Government Agency,"North-west Wing on 1F, Taipei City Hall",Taipei City,Xinyi District,"No.1,City Hall Rd.,Xinyi Dist.,Taipei City110,Taiwan,R.O.C."
TPEA000028,379670000G,臺北市政府,臺北市政府產業發展局,行政機關,臺北市政府大樓1F北區西側辦公室東北方,中華電信,,110,臺北市,信義區,110臺北市信義區市府路1號,25.038378,121.56416,Taipei City Government,"Department of Economic Development,Taipei City Government",Government Agency,"The northeastern office of west area in North Wing on 1F, Taipei City Hall",Taipei City,Xinyi District,"No.1,City Hall Rd.,Xinyi Dist.,Taipei City110,Taiwan,R.O.C."
TPEA000029,379670000G,臺北市政府,臺北市政府產業發展局,行政機關,臺北市政府大樓1F北區通道公用電話亭,中華電信,,110,臺北市,信義區,110臺北市信義區市府路1號,25.038069,121.564266,Taipei City Government,"Department of Economic Development,Taipei City Government",Government Agency,"The Public Telephone on North Wing hallway on 1F, Taipei City Hall",Taipei City,Xinyi District,"No.1,City Hall Rd.,Xinyi Dist.,Taipei City110,Taiwan,R.O.C."
TPEA000030,379670000G,臺北市政府,臺北市政府產業發展局,行政機關,臺北市政府大樓1F北區西側辦公室西南方,中華電信,,110,臺北市,信義區,110臺北市信義區市府路1號,25.038084,121.564074,Taipei City Government,"Department of Economic Development,Taipei City Government",Government Agency,"The southwesern officet of west area in North Wing on 1F, Taipei City Hall",Taipei City,Xinyi District,"No.1,City Hall Rd.,Xinyi Dist.,Taipei City110,Taiwan,R.O.C."
TPEA000031,379010000A,臺北市政府,臺北市政府秘書處,行政機關,臺北市政府大樓1F東區,中華電信,,110,臺北市,信義區,110臺北市信義區市府路1號,25.037534,121.56482,Taipei City Government,"Secretariat,Taipei City Government",Government Agency,"East Wing on 1F, Taipei City Hall",Taipei City,Xinyi District,"No.1,City Hall Rd.,Xinyi Dist.,Taipei City110,Taiwan,R.O.C."
TPEA000032,379010000A,臺北市政府,臺北市政府秘書處,行政機關,臺北市政府大樓1F東大門,中華電信,,110,臺北市,信義區,110臺北市信義區市府路1號,25.037527,121.565093,Taipei City Government,"Secretariat,Taipei City Government",Government Agency,"East Gate, Taipei City Hall",Taipei City,Xinyi District,"No.1,City Hall Rd.,Xinyi Dist.,Taipei City110,Taiwan,R.O.C."
TPEA000033,379010000A,臺北市政府,臺北市政府秘書處,行政機關,臺北市政府大樓1F南大門,中華電信,,110,臺北市,信義區,110臺北市信義區市府路1號,25.036571,121.564508,Taipei City Government,"Secretariat,Taipei City Government",Government Agency,"South Gate, Taipei City Hall",Taipei City,Xinyi District,"No.1,City Hall Rd.,Xinyi Dist.,Taipei City110,Taiwan,R.O.C."
TPEA000034,379560000G,臺北市政府,臺北市政府都市發展局,行政機關,臺北市政府大樓1F南區東側辦公室東南方,中華電信,,110,臺北市,信義區,110臺北市信義區市府路1號,25.036668,121.564511,Taipei City Government,"Department of Urban Develpment,Taipei City Government",Government Agency,"The southeastern office of east area in South Wing on 1F, Taipei City Hall",Taipei City,Xinyi District,"No.1,City Hall Rd.,Xinyi Dist.,Taipei City110,Taiwan,R.O.C."
TPEA000035,379560000G,臺北市政府,臺北市政府都市發展局,行政機關,臺北市政府大樓1F南區東側辦公室北側門口,中華電信,,110,臺北市,信義區,110臺北市信義區市府路1號,25.036932,121.564525,Taipei City Government,"Department of Urban Develpment,Taipei City Government",Government Agency,"The north office entrance  of east area in South Wing on 1F, Taipei City Hall",Taipei City,Xinyi District,"No.1,City Hall Rd.,Xinyi Dist.,Taipei City110,Taiwan,R.O.C."
TPEA000036,379140000I,臺北市政府,臺北市政府衛生局,行政機關,臺北市政府大樓1F東南區東側,中華電信,,110,臺北市,信義區,110臺北市信義區市府路1號,25.037176,121.564979,Taipei City Government,"Department of Health,Taipei City Government",Government Agency,"The east area in South-east Wing on 1F, Taipei City Hall",Taipei City,Xinyi District,"No.1,City Hall Rd.,Xinyi Dist.,Taipei City110,Taiwan,R.O.C."
TPEA000037,379140000I,臺北市政府,臺北市政府衛生局,行政機關,臺北市政府大樓1F東南區西側,中華電信,,110,臺北市,信義區,110臺北市信義區市府路1號,25.037171,121.564751,Taipei City Government,"Department of Health,Taipei City Government",Government Agency,"The west area in South-east Wing on 1F, Taipei City Hall",Taipei City,Xinyi District,"No.1,City Hall Rd.,Xinyi Dist.,Taipei City110,Taiwan,R.O.C."
TPEA000038,379010000A,臺北市政府,臺北市政府秘書處,行政機關,臺北市政府大樓1F西南區提款機前,中華電信,,110,臺北市,信義區,110臺北市信義區市府路1號,25.03721,121.564247,Taipei City Government,"Secretariat,Taipei City Government",Government Agency,"Front of ATM in South-east Wing on 1F, Taipei City Hall",Taipei City,Xinyi District,"No.1,City Hall Rd.,Xinyi Dist.,Taipei City110,Taiwan,R.O.C."
TPEA000039,379560000G,臺北市政府,臺北市政府都市發展局,行政機關,臺北市政府大樓1F南區西側辦公室東南方,中華電信,,110,臺北市,信義區,110臺北市信義區市府路1號,25.036722,121.564144,Taipei City Government,"Department of Urban Develpment,Taipei City Government",Government Agency,"The southeastern office of west area in South Wing on 1F, Taipei City Hall",Taipei City,Xinyi District,"No.1,City Hall Rd.,Xinyi Dist.,Taipei City110,Taiwan,R.O.C."
TPEA000040,379560000G,臺北市政府,臺北市政府都市發展局,行政機關,臺北市政府大樓1F南區西側辦公室北側門外,中華電信,,110,臺北市,信義區,110臺北市信義區市府路1號,25.037083,121.564296,Taipei City Government,"Department of Urban Develpment,Taipei City Government",Government Agency,"Outside the north office entrance of west area in South Wing on 1F, Taipei City Hall",Taipei City,Xinyi District,"No.1,City Hall Rd.,Xinyi Dist.,Taipei City110,Taiwan,R.O.C."
TPEA000041,379560000G,臺北市政府,臺北市政府都市發展局,行政機關,臺北市政府大樓1F南區西側辦公室西北方,中華電信,,110,臺北市,信義區,110臺北市信義區市府路1號,25.03718,121.564068,Taipei City Government,"Department of Urban Develpment,Taipei City Government",Government Agency,"The northwestern office of west area in South Wing on 1F, Taipei City Hall",Taipei City,Xinyi District,"No.1,City Hall Rd.,Xinyi Dist.,Taipei City110,Taiwan,R.O.C."
TPEA000042,379010000A,臺北市政府,臺北市政府秘書處,行政機關,臺北市政府大樓1F中央南區辦公室,中華電信,,110,臺北市,信義區,110臺北市信義區市府路1號,25.037408,121.5646,Taipei City Government,"Secretariat,Taipei City Government",Government Agency,"The office of south area in Central Area on 1F, Taipei City Hall",Taipei City,Xinyi District,"No.1,City Hall Rd.,Xinyi Dist.,Taipei City110,Taiwan,R.O.C."
TPEA000043,379010000A,臺北市政府,臺北市政府秘書處,行政機關,臺北市政府大樓1F中央區中央走道,中華電信,,110,臺北市,信義區,110臺北市信義區市府路1號,25.037506,121.564512,Taipei City Government,"Secretariat,Taipei City Government",Government Agency,"The hallway in Central Area on 1F, Taipei City Hall",Taipei City,Xinyi District,"No.1,City Hall Rd.,Xinyi Dist.,Taipei City110,Taiwan,R.O.C."
TPEA000044,379120000J,臺北市政府,臺北市政府社會局,行政機關,臺北市政府大樓1F中央北區辦公室,中華電信,,110,臺北市,信義區,110臺北市信義區市府路1號,25.037621,121.564588,Taipei City Government,"Department of Social Welfare,Taipei City Government",Government Agency,"The office of north area in Central Area on 1F, Taipei City Hall",Taipei City,Xinyi District,"No.1,City Hall Rd.,Xinyi Dist.,Taipei City110,Taiwan,R.O.C."
TPEA000045,379010000A,臺北市政府,臺北市政府秘書處,行政機關,臺北市政府大樓1F西區商店門口,中華電信,,110,臺北市,信義區,110臺北市信義區市府路1號,25.037627,121.563982,Taipei City Government,"Secretariat,Taipei City Government",Government Agency,"The store entrance in West Wing on 1F, Taipei City Hall",Taipei City,Xinyi District,"No.1,City Hall Rd.,Xinyi Dist.,Taipei City110,Taiwan,R.O.C."
TPEA000046,379010000A,臺北市政府,臺北市政府秘書處,行政機關,臺北市政府大樓1F西大門,中華電信,,110,臺北市,信義區,110臺北市信義區市府路1號,25.037547,121.563824,Taipei City Government,"Secretariat,Taipei City Government",Government Agency,"West Gate, Taipei City Hall",Taipei City,Xinyi District,"No.1,City Hall Rd.,Xinyi Dist.,Taipei City110,Taiwan,R.O.C."
TPEA000047,379040000E,臺北市政府,臺北市政府教育局,行政機關,臺北市政府大樓2F北區北側辦公室,中華電信,,110,臺北市,信義區,110臺北市信義區市府路1號,25.038462,121.564402,Taipei City Government,"Department of Education,Taipei City Government",Government Agency,"The office of north area in North Wing on 2F, Taipei City Hall",Taipei City,Xinyi District,"No.1,City Hall Rd.,Xinyi Dist.,Taipei City110,Taiwan,R.O.C."
TPEA000048,379010000A,臺北市政府,臺北市政府秘書處,行政機關,臺北市政府大樓2F北區中庭東北側第二間小辨公室,中華電信,,110,臺北市,信義區,110臺北市信義區市府路1號,25.038357,121.56447,Taipei City Government,"Secretariat,Taipei City Government",Government Agency,"The No.2 small office within northwestern central courtyard in North Wing on 2F, Taipei City Hall",Taipei City,Xinyi District,"No.1,City Hall Rd.,Xinyi Dist.,Taipei City110,Taiwan,R.O.C."
TPEA000049,379670000G,臺北市政府,臺北市政府產業發展局,行政機關,臺北市政府大樓2F北區東側大辦公室北方,中華電信,,110,臺北市,信義區,110臺北市信義區市府路1號,25.038371,121.564521,Taipei City Government,"Department of Economic Development,Taipei City Government",Government Agency,"The northern large office of east area in North Wing on 2F, Taipei City Hall",Taipei City,Xinyi District,"No.1,City Hall Rd.,Xinyi Dist.,Taipei City110,Taiwan,R.O.C."
TPEA000050,379120000J,臺北市政府,臺北市政府社會局,行政機關,臺北市政府大樓2F北區東側大辦公室南方,中華電信,,110,臺北市,信義區,110臺北市信義區市府路1號,25.038073,121.564531,Taipei City Government,"Department of Social Welfare,Taipei City Government",Government Agency,"The southern large office of east area in North Wing on 2F, Taipei City Hall",Taipei City,Xinyi District,"No.1,City Hall Rd.,Xinyi Dist.,Taipei City110,Taiwan,R.O.C."
TPEA000051,379120000J,臺北市政府,臺北市政府社會局,行政機關,臺北市政府大樓2F東北區東側,中華電信,,110,臺北市,信義區,110臺北市信義區市府路1號,25.037824,121.564987,Taipei City Government,"Department of Social Welfare,Taipei City Government",Government Agency,"The east area in North-east Wing on 2F, Taipei City Hall",Taipei City,Xinyi District,"No.1,City Hall Rd.,Xinyi Dist.,Taipei City110,Taiwan,R.O.C."
TPEA000052,379120000J,臺北市政府,臺北市政府社會局,行政機關,臺北市政府大樓2F東北區西側,中華電信,,110,臺北市,信義區,110臺北市信義區市府路1號,25.03783,121.56478,Taipei City Government,"Department of Social Welfare,Taipei City Government",Government Agency,"The west area in North-east Wing on 2F, Taipei City Hall",Taipei City,Xinyi District,"No.1,City Hall Rd.,Xinyi Dist.,Taipei City110,Taiwan,R.O.C."
TPEA000053,379010000A,臺北市政府,臺北市政府秘書處,行政機關,臺北市政府大樓2F北電梯旁通道,中華電信,,110,臺北市,信義區,110臺北市信義區市府路1號,25.037819,121.564547,Taipei City Government,"Secretariat,Taipei City Government",Government Agency,"The hallway next to the northern elevator on 2F, Taipei City Hall",Taipei City,Xinyi District,"No.1,City Hall Rd.,Xinyi Dist.,Taipei City110,Taiwan,R.O.C."
TPEA000054,379010000A,臺北市政府,臺北市政府秘書處,行政機關,臺北市政府大樓2F西北區東側,中華電信,,110,臺北市,信義區,110臺北市信義區市府路1號,25.037842,121.564327,Taipei City Government,"Secretariat,Taipei City Government",Government Agency,"The east area in Northwest Wing on 2F, Taipei City Hall",Taipei City,Xinyi District,"No.1,City Hall Rd.,Xinyi Dist.,Taipei City110,Taiwan,R.O.C."
TPEA000055,379010000A,臺北市政府,臺北市政府秘書處,行政機關,臺北市政府大樓2F西北區西側,中華電信,,110,臺北市,信義區,110臺北市信義區市府路1號,25.037842,121.564053,Taipei City Government,"Secretariat,Taipei City Government",Government Agency,"The west area in Northwest Wing on 2F, Taipei City Hall",Taipei City,Xinyi District,"No.1,City Hall Rd.,Xinyi Dist.,Taipei City110,Taiwan,R.O.C."
TPEA000056,379010000A,臺北市政府,臺北市政府秘書處,行政機關,臺北市政府大樓2FN206會議室,中華電信,,110,臺北市,信義區,110臺北市信義區市府路1號,25.038388,121.564225,Taipei City Government,"Secretariat,Taipei City Government",Government Agency,"N206 Meeting Room on 2F, Taipei City Hall",Taipei City,Xinyi District,"No.1,City Hall Rd.,Xinyi Dist.,Taipei City110,Taiwan,R.O.C."
TPEA000057,379010000A,臺北市政府,臺北市政府秘書處,行政機關,臺北市政府大樓2FN203會議室,中華電信,,110,臺北市,信義區,110臺北市信義區市府路1號,25.038331,121.564066,Taipei City Government,"Secretariat,Taipei City Government",Government Agency,"N203 Meeting Room on 2F, Taipei City Hall",Taipei City,Xinyi District,"No.1,City Hall Rd.,Xinyi Dist.,Taipei City110,Taiwan,R.O.C."
TPEA000058,379010000A,臺北市政府,臺北市政府秘書處,行政機關,臺北市政府大樓2FN202會議室中間,中華電信,,110,臺北市,信義區,110臺北市信義區市府路1號,25.038221,121.564153,Taipei City Government,"Secretariat,Taipei City Government",Government Agency,"The north of N202 Meeting Room on 2F, Taipei City Hall",Taipei City,Xinyi District,"No.1,City Hall Rd.,Xinyi Dist.,Taipei City110,Taiwan,R.O.C."
TPEA000059,379010000A,臺北市政府,臺北市政府秘書處,行政機關,臺北市政府大樓2FN202會議室左側,中華電信,,110,臺北市,信義區,110臺北市信義區市府路1號,25.038146,121.564208,Taipei City Government,"Secretariat,Taipei City Government",Government Agency,"N207 Meeting Room on 2F, Taipei City Hall",Taipei City,Xinyi District,"No.1,City Hall Rd.,Xinyi Dist.,Taipei City110,Taiwan,R.O.C."
TPEA000060,379010000A,臺北市政府,臺北市政府秘書處,行政機關,臺北市政府大樓2FN201會議室中間,中華電信,,110,臺北市,信義區,110臺北市信義區市府路1號,25.03811,121.564081,Taipei City Government,"Secretariat,Taipei City Government",Government Agency,"The south of N202 Meeting Room on 2F, Taipei City Hall",Taipei City,Xinyi District,"No.1,City Hall Rd.,Xinyi Dist.,Taipei City110,Taiwan,R.O.C."
TPEA000061,379590700E,臺北市政府,臺北市藝文推廣處,藝文場館,臺北市政府大樓2F親子劇場舞台右前側門口,中華電信,,110,臺北市,信義區,110臺北市信義區市府路1號,25.037616,121.564959,Taipei City Government,"Department of Cultural Affairs,Taipei City Government",Art and Culture Facilities,"The right  entrance of the stage in Family Theater on 2F, Taipei City Hall",Taipei City,Xinyi District,"No.1,City Hall Rd.,Xinyi Dist.,Taipei City110,Taiwan,R.O.C."
TPEA000062,379590700E,臺北市政府,臺北市藝文推廣處,藝文場館,臺北市政府大樓2F親子劇場舞台左前側門口,中華電信,,110,臺北市,信義區,110臺北市信義區市府路1號,25.037398,121.564946,Taipei City Government,"Department of Cultural Affairs,Taipei City Government",Art and Culture Facilities,"The left  entrance of the stage in Family Theater on 2F, Taipei City Hall",Taipei City,Xinyi District,"No.1,City Hall Rd.,Xinyi Dist.,Taipei City110,Taiwan,R.O.C."
TPEA000063,379560000G,臺北市政府,臺北市政府都市發展局,行政機關,臺北市政府大樓2F南區南側辦公室,中華電信,,110,臺北市,信義區,110臺北市信義區市府路1號,25.036587,121.564339,Taipei City Government,"Department of Urban Develpment,Taipei City Government",Government Agency,"The office of south area in South Wing on 2F, Taipei City Hall",Taipei City,Xinyi District,"No.1,City Hall Rd.,Xinyi Dist.,Taipei City110,Taiwan,R.O.C."
TPEA000064,379560000G,臺北市政府,臺北市政府都市發展局,行政機關,臺北市政府大樓2F南區東側辦公室南方,中華電信,,110,臺北市,信義區,110臺北市信義區市府路1號,25.036668,121.564511,Taipei City Government,"Department of Urban Develpment,Taipei City Government",Government Agency,"The southern office of east area in South Wing on 2F, Taipei City Hall",Taipei City,Xinyi District,"No.1,City Hall Rd.,Xinyi Dist.,Taipei City110,Taiwan,R.O.C."
TPEA000065,379560000G,臺北市政府,臺北市政府都市發展局,行政機關,臺北市政府大樓2F南區東側辦公室北方,中華電信,,110,臺北市,信義區,110臺北市信義區市府路1號,25.036932,121.564525,Taipei City Government,"Department of Urban Develpment,Taipei City Government",Government Agency,"The northern office of east area in South Wing on 2F, Taipei City Hall",Taipei City,Xinyi District,"No.1,City Hall Rd.,Xinyi Dist.,Taipei City110,Taiwan,R.O.C."
TPEA000066,379140000I,臺北市政府,臺北市政府衛生局,行政機關,臺北市政府大樓2F東南區東側,中華電信,,110,臺北市,信義區,110臺北市信義區市府路1號,25.037176,121.564979,Taipei City Government,"Department of Health,Taipei City Government",Government Agency,"The east area in South-east Wing on 2F, Taipei City Hall",Taipei City,Xinyi District,"No.1,City Hall Rd.,Xinyi Dist.,Taipei City110,Taiwan,R.O.C."
TPEA000067,379140000I,臺北市政府,臺北市政府衛生局,行政機關,臺北市政府大樓2F東南區西側,中華電信,,110,臺北市,信義區,110臺北市信義區市府路1號,25.037171,121.564751,Taipei City Government,"Department of Health,Taipei City Government",Government Agency,"The west area in South-east Wing on 2F, Taipei City Hall",Taipei City,Xinyi District,"No.1,City Hall Rd.,Xinyi Dist.,Taipei City110,Taiwan,R.O.C."
